customer_id,age,gender,income_bracket,occupation,city_tier,join_date,churn_flag
3953,18,Male,Low,Business,Tier 3,2023-10-13,No
3954,37,Female,Medium,Student,Tier 1,2020-12-27,No
3955,45,Female,Low,Student,Tier 2,2022-11-25,No
3956,33,Female,Medium,Self-Employed,Tier 2,2021-05-30,Yes
3957,64,Female,Low,Business,Tier 1,2024-11-04,No
3958,34,Male,Low,Business,Tier 2,2020-11-25,Yes
3959,57,Male,High,Unemployed,Tier 2,2020-09-25,No
3960,45,Female,Medium,Unemployed,Tier 2,2022-12-29,Yes
3961,29,Male,Low,Student,Tier 1,2024-03-22,No
3962,44,Male,High,Salaried,Tier 3,2024-08-18,No
3963,59,Female,Medium,Student,Tier 3,2022-08-12,No
3964,64,Female,Low,Unemployed,Tier 1,2021-01-12,No
3965,47,Female,Medium,Unemployed,Tier 2,2020-10-19,Yes
3966,58,Male,High,Unemployed,Tier 2,2025-04-18,No
3967,51,Male,Medium,Student,Tier 1,2023-08-02,No
3968,54,Female,Low,Business,Tier 2,2020-12-25,No
3969,23,Female,Medium,Salaried,Tier 1,2024-05-28,No
3970,24,Male,Medium,Salaried,Tier 3,2021-06-07,No
3971,49,Male,High,Unemployed,Tier 2,2023-09-22,No
3972,49,Female,Low,Self-Employed,Tier 3,2021-09-15,No
3973,42,Male,Medium,Student,Tier 1,2024-04-14,No
3974,50,Female,Low,Business,Tier 1,2025-04-04,No
3975,24,Female,Medium,Unemployed,Tier 2,2022-11-25,No
3976,29,Male,High,Self-Employed,Tier 3,2024-02-20,No
3977,33,Male,Low,Unemployed,Tier 2,2023-11-03,No
3978,33,Male,Low,Self-Employed,Tier 2,2020-12-09,Yes
3979,60,Female,Medium,Salaried,Tier 2,2023-06-07,No
3980,53,Female,Medium,Self-Employed,Tier 1,2024-12-17,Yes
3981,30,Female,Low,Salaried,Tier 2,2021-09-09,No
3982,24,Female,Medium,Salaried,Tier 2,2024-12-28,Yes
3983,53,Female,High,Student,Tier 1,2024-11-20,No
3984,64,Female,Medium,Self-Employed,Tier 1,2021-07-28,No
3985,26,Male,Medium,Business,Tier 2,2021-01-31,No
3986,49,Female,Low,Business,Tier 2,2021-02-24,No
3987,28,Female,High,Self-Employed,Tier 3,2024-04-28,No
3988,25,Female,Low,Student,Tier 1,2021-10-22,No
3989,50,Female,Low,Business,Tier 2,2021-02-05,No
3990,40,Male,Low,Unemployed,Tier 2,2024-02-20,No
3991,42,Female,Medium,Business,Tier 2,2020-02-15,No
3992,25,Male,High,Student,Tier 2,2021-11-17,No
3993,62,Male,Low,Salaried,Tier 3,2020-06-02,No
3994,39,Female,High,Salaried,Tier 2,2020-09-17,No
3995,21,Female,High,Salaried,Tier 3,2021-10-06,No
3996,57,Male,Medium,Student,Tier 2,2020-10-13,No
3997,20,Male,Medium,Salaried,Tier 1,2024-08-18,Yes
3998,46,Female,Low,Salaried,Tier 1,2022-04-24,Yes
3999,58,Male,Low,Student,Tier 1,2024-11-11,No
4000,46,Female,High,Unemployed,Tier 1,2023-09-16,No
4001,51,Female,Medium,Business,Tier 2,2021-09-30,No
4002,51,Male,Low,Student,Tier 2,2021-12-05,No
4003,45,Female,Medium,Student,Tier 2,2024-02-04,No
4004,30,Female,High,Self-Employed,Tier 2,2023-07-16,No
4005,32,Female,Medium,Salaried,Tier 2,2024-07-15,No
4006,40,Male,Low,Unemployed,Tier 1,2024-08-08,No
4007,61,Male,Medium,Self-Employed,Tier 1,2024-08-14,No
4008,43,Male,Medium,Unemployed,Tier 2,2020-06-05,No
4009,21,Female,Low,Salaried,Tier 1,2024-08-18,No
4010,43,Male,Low,Salaried,Tier 1,2021-09-05,No
4011,57,Male,Medium,Salaried,Tier 1,2021-03-04,No
4012,26,Male,Medium,Business,Tier 1,2025-03-23,Yes
4013,22,Female,Low,Unemployed,Tier 1,2022-09-08,No
4014,49,Female,Low,Unemployed,Tier 2,2022-05-01,No
4015,37,Male,Low,Self-Employed,Tier 1,2023-06-29,No
4016,28,Male,Low,Student,Tier 1,2020-09-23,Yes
4017,32,Male,Low,Salaried,Tier 3,2025-01-16,No
4018,49,Female,Medium,Salaried,Tier 1,2020-02-28,No
4019,45,Male,Medium,Self-Employed,Tier 2,2025-02-18,No
4020,39,Female,Medium,Unemployed,Tier 1,2021-09-08,No
4021,58,Female,Medium,Business,Tier 3,2024-12-09,No
4022,34,Female,Low,Unemployed,Tier 2,2024-05-01,No
4023,43,Male,Medium,Business,Tier 1,2024-06-11,No
4024,61,Male,Low,Business,Tier 1,2020-06-19,No
4025,24,Female,Low,Unemployed,Tier 1,2024-08-14,No
4026,59,Female,Low,Salaried,Tier 3,2024-09-07,Yes
4027,43,Female,High,Business,Tier 2,2023-09-04,Yes
4028,42,Female,Low,Self-Employed,Tier 1,2021-10-18,No
4029,27,Male,High,Self-Employed,Tier 3,2022-04-16,No
4030,62,Male,Low,Business,Tier 1,2022-10-20,No
4031,36,Female,Medium,Salaried,Tier 2,2022-04-01,No
4032,28,Female,Medium,Business,Tier 3,2022-01-03,No
4033,30,Female,Low,Self-Employed,Tier 3,2021-02-01,No
4034,25,Male,Low,Self-Employed,Tier 2,2022-11-04,No
4035,57,Female,High,Unemployed,Tier 3,2022-08-26,No
4036,21,Male,Medium,Salaried,Tier 3,2021-04-06,No
4037,64,Female,Low,Unemployed,Tier 3,2020-05-17,No
4038,48,Male,Low,Student,Tier 1,2022-01-31,Yes
4039,45,Male,High,Business,Tier 1,2020-05-29,Yes
4040,28,Female,High,Unemployed,Tier 1,2022-05-12,No
4041,60,Male,Medium,Salaried,Tier 3,2022-02-19,Yes
4042,18,Male,Low,Business,Tier 1,2021-08-15,No
4043,64,Male,High,Business,Tier 1,2024-05-19,No
4044,55,Male,Low,Business,Tier 1,2024-08-04,No
4045,41,Female,Medium,Business,Tier 2,2020-10-26,No
4046,64,Female,Medium,Business,Tier 2,2023-12-17,Yes
4047,48,Female,Low,Salaried,Tier 1,2023-12-13,No
4048,58,Female,Medium,Student,Tier 2,2022-01-28,No
4049,63,Female,High,Self-Employed,Tier 1,2022-06-03,No
4050,43,Male,Medium,Student,Tier 1,2023-05-01,No
4051,22,Male,Low,Self-Employed,Tier 3,2023-07-30,No
4052,37,Male,Low,Unemployed,Tier 2,2023-07-01,No
4053,58,Male,Low,Business,Tier 1,2021-05-18,No
4054,28,Female,Low,Unemployed,Tier 3,2024-09-04,No
4055,50,Female,Medium,Unemployed,Tier 1,2023-08-29,No
4056,55,Male,Medium,Self-Employed,Tier 2,2023-07-25,Yes
4057,44,Female,Low,Salaried,Tier 2,2022-03-12,No
4058,51,Male,Low,Business,Tier 2,2025-04-12,No
4059,32,Male,Low,Unemployed,Tier 2,2022-03-28,No
4060,49,Female,Medium,Student,Tier 1,2020-11-05,No
4061,38,Female,Medium,Business,Tier 2,2023-04-24,Yes
4062,63,Female,Medium,Salaried,Tier 1,2025-03-06,Yes
4063,22,Female,Medium,Business,Tier 2,2023-06-01,No
4064,23,Female,Medium,Unemployed,Tier 2,2021-07-27,No
4065,55,Female,Medium,Student,Tier 2,2023-12-16,No
4066,39,Female,Low,Unemployed,Tier 3,2021-08-18,No
4067,35,Male,Medium,Salaried,Tier 1,2020-01-27,No
4068,31,Female,Low,Self-Employed,Tier 1,2021-01-15,No
4069,27,Male,Low,Student,Tier 1,2023-09-05,No
4070,63,Male,High,Salaried,Tier 3,2020-05-10,No
4071,30,Female,Low,Salaried,Tier 3,2021-09-30,No
4072,48,Male,Medium,Unemployed,Tier 3,2022-10-16,No
4073,47,Female,Medium,Unemployed,Tier 1,2024-03-26,No
4074,20,Male,Low,Unemployed,Tier 2,2023-07-27,No
4075,47,Male,Low,Self-Employed,Tier 2,2020-10-11,No
4076,23,Male,Medium,Business,Tier 2,2023-05-05,No
4077,46,Female,Low,Business,Tier 2,2022-01-06,No
4078,25,Male,Low,Unemployed,Tier 1,2024-12-04,No
4079,61,Male,High,Unemployed,Tier 2,2023-07-22,No
4080,62,Male,Medium,Self-Employed,Tier 3,2022-12-27,No
4081,60,Female,Low,Business,Tier 1,2020-08-20,No
4082,61,Male,Low,Self-Employed,Tier 3,2021-09-02,No
4083,50,Female,Medium,Salaried,Tier 2,2020-08-09,No
4084,34,Male,Low,Business,Tier 2,2021-03-28,No
4085,28,Male,Low,Unemployed,Tier 2,2024-07-17,No
4086,30,Male,Medium,Student,Tier 2,2020-10-30,No
4087,28,Female,Low,Salaried,Tier 1,2022-07-24,No
4088,48,Male,Medium,Student,Tier 2,2024-06-25,No
4089,45,Male,Medium,Self-Employed,Tier 1,2025-06-09,No
4090,61,Male,Low,Self-Employed,Tier 3,2023-11-24,No
4091,23,Male,Low,Self-Employed,Tier 1,2023-09-05,No
4092,58,Female,Medium,Unemployed,Tier 1,2020-09-20,No
4093,33,Male,Medium,Self-Employed,Tier 3,2020-12-30,No
4094,21,Male,Low,Student,Tier 1,2023-11-13,No
4095,52,Male,Low,Salaried,Tier 1,2022-01-11,No
4096,43,Male,High,Unemployed,Tier 3,2024-07-16,No
4097,29,Female,Low,Salaried,Tier 1,2023-06-04,No
4098,28,Male,High,Self-Employed,Tier 1,2021-03-31,Yes
4099,54,Male,Low,Business,Tier 1,2024-10-29,Yes
4100,42,Female,Low,Unemployed,Tier 3,2024-08-15,No
4101,35,Male,Medium,Self-Employed,Tier 1,2025-01-18,No
4102,36,Male,Low,Unemployed,Tier 2,2023-08-21,No
4103,40,Male,Low,Business,Tier 1,2021-05-19,No
4104,55,Female,Low,Student,Tier 1,2020-11-23,No
4105,35,Male,High,Student,Tier 1,2024-08-11,No
4106,43,Female,Low,Student,Tier 3,2022-03-29,No
4107,23,Female,Medium,Business,Tier 2,2025-05-19,Yes
4108,21,Female,Medium,Salaried,Tier 1,2024-03-24,No
4109,61,Female,Medium,Business,Tier 1,2023-09-05,Yes
4110,46,Female,Medium,Business,Tier 2,2022-01-05,No
4111,51,Female,Low,Self-Employed,Tier 2,2021-05-06,No
4112,34,Female,Low,Student,Tier 1,2021-04-05,No
4113,60,Male,Low,Unemployed,Tier 1,2024-04-07,No
4114,60,Male,Low,Salaried,Tier 3,2024-01-07,No
4115,33,Female,Low,Unemployed,Tier 2,2024-01-06,No
4116,19,Female,Low,Self-Employed,Tier 1,2025-04-11,Yes
4117,51,Female,High,Self-Employed,Tier 1,2024-09-23,No
4118,25,Female,High,Salaried,Tier 2,2023-06-04,No
4119,30,Female,Low,Unemployed,Tier 1,2021-07-19,No
4120,59,Female,Low,Salaried,Tier 1,2024-06-15,No
4121,25,Male,Low,Salaried,Tier 2,2024-03-30,No
4122,47,Male,Low,Student,Tier 2,2022-03-30,No
4123,49,Female,Low,Unemployed,Tier 2,2024-09-10,No
4124,53,Female,High,Student,Tier 2,2021-05-30,No
4125,64,Female,Low,Student,Tier 3,2021-02-21,Yes
4126,47,Male,Low,Student,Tier 1,2023-01-29,No
4127,18,Female,Low,Business,Tier 1,2021-02-11,No
4128,60,Male,High,Self-Employed,Tier 1,2023-11-29,No
4129,56,Male,High,Self-Employed,Tier 3,2023-02-27,No
4130,34,Male,Medium,Business,Tier 2,2024-03-22,No
4131,37,Female,Medium,Salaried,Tier 1,2024-09-15,No
4132,41,Female,Low,Unemployed,Tier 1,2025-02-09,No
4133,39,Male,Low,Unemployed,Tier 2,2022-04-23,No
4134,46,Male,Medium,Unemployed,Tier 1,2025-06-10,No
4135,39,Male,Medium,Student,Tier 2,2020-02-04,No
4136,61,Male,Low,Unemployed,Tier 3,2024-11-02,No
4137,26,Female,Low,Unemployed,Tier 1,2020-06-02,No
4138,54,Male,Medium,Unemployed,Tier 1,2023-11-26,No
4139,27,Female,Low,Self-Employed,Tier 1,2022-12-23,No
4140,53,Male,Medium,Business,Tier 1,2024-11-17,Yes
4141,54,Female,Low,Salaried,Tier 2,2022-06-08,No
4142,45,Male,Low,Business,Tier 1,2021-07-21,Yes
4143,45,Female,Medium,Unemployed,Tier 2,2020-08-16,No
4144,59,Female,High,Salaried,Tier 2,2022-09-02,No
4145,60,Female,Low,Salaried,Tier 3,2025-01-20,Yes
4146,38,Male,Low,Business,Tier 2,2025-04-15,No
4147,41,Female,Low,Business,Tier 1,2022-09-27,Yes
4148,59,Male,Medium,Business,Tier 1,2023-06-30,No
4149,57,Female,High,Business,Tier 2,2024-02-20,No
4150,19,Female,Low,Student,Tier 1,2022-03-15,No
4151,25,Male,Low,Self-Employed,Tier 1,2021-07-17,Yes
4152,44,Female,High,Self-Employed,Tier 3,2022-07-03,No
4153,39,Female,Medium,Unemployed,Tier 1,2020-01-15,No
4154,54,Male,Medium,Student,Tier 1,2022-06-13,No
4155,44,Female,Low,Salaried,Tier 3,2022-05-03,No
4156,46,Female,Low,Business,Tier 1,2020-12-05,Yes
4157,20,Female,Medium,Unemployed,Tier 1,2020-12-28,Yes
4158,61,Female,Medium,Salaried,Tier 1,2020-06-28,Yes
4159,30,Male,Medium,Self-Employed,Tier 2,2021-08-11,No
4160,62,Female,Low,Salaried,Tier 3,2020-08-02,No
4161,27,Female,Medium,Business,Tier 2,2024-10-24,No
4162,53,Female,High,Business,Tier 1,2023-03-23,No
4163,26,Female,High,Self-Employed,Tier 1,2022-12-04,No
4164,44,Female,Low,Business,Tier 2,2020-12-17,No
4165,51,Female,Medium,Student,Tier 2,2020-01-21,No
4166,18,Female,Medium,Unemployed,Tier 2,2024-06-04,No
4167,49,Female,High,Self-Employed,Tier 2,2022-09-15,No
4168,42,Male,Medium,Self-Employed,Tier 3,2021-07-18,No
4169,46,Male,High,Salaried,Tier 1,2021-10-30,No
4170,24,Male,High,Self-Employed,Tier 1,2022-08-01,No
4171,20,Male,Low,Unemployed,Tier 3,2021-01-03,Yes
4172,37,Female,Medium,Student,Tier 1,2021-10-20,No
4173,37,Female,Medium,Salaried,Tier 1,2021-11-24,Yes
4174,47,Male,Low,Unemployed,Tier 2,2023-01-06,No
4175,52,Male,Low,Self-Employed,Tier 1,2025-04-02,Yes
4176,52,Male,Low,Business,Tier 1,2022-10-19,No
4177,56,Female,Medium,Business,Tier 3,2023-02-16,No
4178,44,Female,Low,Unemployed,Tier 1,2020-12-24,Yes
4179,43,Male,High,Student,Tier 2,2025-02-21,Yes
4180,31,Male,Medium,Business,Tier 1,2024-06-28,No
4181,34,Male,Medium,Unemployed,Tier 3,2024-03-17,No
4182,35,Male,Low,Salaried,Tier 1,2024-07-08,Yes
4183,62,Male,Medium,Self-Employed,Tier 3,2021-05-17,No
4184,46,Female,Medium,Student,Tier 1,2020-02-01,No
4185,37,Male,Low,Student,Tier 2,2020-12-23,No
4186,44,Female,High,Salaried,Tier 2,2020-03-02,No
4187,35,Male,Medium,Student,Tier 1,2023-01-25,Yes
4188,21,Male,Low,Unemployed,Tier 1,2023-11-02,No
4189,18,Female,High,Student,Tier 2,2024-07-28,No
4190,18,Male,Low,Student,Tier 1,2024-02-28,Yes
4191,43,Female,Medium,Student,Tier 3,2024-06-21,No
4192,62,Female,Medium,Unemployed,Tier 1,2021-03-27,No
4193,37,Male,Low,Self-Employed,Tier 2,2023-05-23,No
4194,40,Male,Medium,Business,Tier 3,2023-01-12,No
4195,27,Female,Medium,Student,Tier 1,2021-02-09,No
4196,28,Female,Medium,Salaried,Tier 1,2022-10-02,Yes
4197,58,Male,Low,Salaried,Tier 1,2024-08-19,No
4198,58,Female,Low,Unemployed,Tier 3,2023-02-04,No
4199,22,Male,Low,Self-Employed,Tier 2,2024-02-21,No
4200,18,Female,High,Student,Tier 2,2020-12-22,No
4201,34,Male,Low,Unemployed,Tier 1,2020-05-10,Yes
4202,39,Female,Medium,Business,Tier 1,2022-11-11,No
4203,51,Female,High,Self-Employed,Tier 2,2021-08-18,Yes
4204,62,Male,Medium,Self-Employed,Tier 3,2024-06-12,No
4205,58,Female,High,Unemployed,Tier 1,2020-08-13,No
4206,46,Female,High,Salaried,Tier 3,2023-02-03,No
4207,21,Female,Low,Self-Employed,Tier 1,2025-05-26,No
4208,22,Female,Low,Salaried,Tier 3,2025-02-27,No
4209,28,Female,Low,Self-Employed,Tier 1,2022-08-10,No
4210,38,Female,Low,Self-Employed,Tier 2,2021-01-28,No
4211,52,Female,Medium,Self-Employed,Tier 3,2022-05-20,Yes
4212,29,Male,Low,Business,Tier 2,2023-01-29,Yes
4213,43,Female,Medium,Salaried,Tier 3,2025-01-05,No
4214,36,Female,Low,Business,Tier 1,2025-03-20,No
4215,62,Male,Low,Salaried,Tier 3,2023-03-17,No
4216,24,Female,Medium,Business,Tier 3,2025-03-31,No
4217,64,Female,Low,Business,Tier 1,2023-06-07,No
4218,24,Male,Medium,Business,Tier 2,2020-03-27,Yes
4219,43,Female,High,Unemployed,Tier 3,2021-06-06,No
4220,57,Female,Medium,Business,Tier 1,2024-07-29,No
4221,22,Male,Low,Self-Employed,Tier 2,2020-04-02,No
4222,38,Male,High,Student,Tier 2,2022-03-14,No
4223,31,Female,Low,Business,Tier 1,2020-06-01,No
4224,21,Female,Medium,Student,Tier 3,2023-12-17,No
4225,40,Male,Low,Student,Tier 1,2020-12-19,Yes
4226,59,Female,Low,Self-Employed,Tier 1,2022-05-28,No
4227,37,Male,High,Student,Tier 2,2021-08-30,Yes
4228,32,Male,Low,Student,Tier 2,2024-05-16,No
4229,62,Male,High,Student,Tier 3,2025-03-11,Yes
4230,46,Female,Low,Salaried,Tier 2,2022-09-09,No
4231,25,Male,High,Business,Tier 2,2022-07-05,No
4232,58,Male,High,Business,Tier 2,2022-07-03,No
4233,36,Male,Medium,Student,Tier 3,2021-02-12,No
4234,56,Female,Medium,Self-Employed,Tier 3,2023-01-15,No
4235,63,Female,Medium,Salaried,Tier 2,2020-07-29,No
4236,45,Female,High,Self-Employed,Tier 2,2025-04-08,No
4237,63,Male,Low,Self-Employed,Tier 1,2021-01-17,Yes
4238,44,Female,Medium,Student,Tier 3,2024-06-06,No
4239,21,Female,Low,Unemployed,Tier 3,2024-10-28,Yes
4240,32,Male,Low,Student,Tier 1,2024-03-27,No
4241,52,Male,Low,Unemployed,Tier 2,2022-05-20,No
4242,54,Female,Medium,Salaried,Tier 2,2023-03-22,No
4243,18,Female,High,Unemployed,Tier 1,2022-10-25,No
4244,20,Male,Low,Student,Tier 2,2023-01-04,No
4245,64,Female,Medium,Student,Tier 1,2021-02-14,Yes
4246,41,Male,Medium,Self-Employed,Tier 2,2020-01-04,No
4247,44,Male,Medium,Student,Tier 1,2023-10-27,No
4248,57,Female,High,Student,Tier 1,2023-01-11,No
4249,53,Female,Low,Business,Tier 1,2022-07-29,No
4250,51,Female,Low,Business,Tier 2,2021-03-06,Yes
4251,46,Female,Low,Self-Employed,Tier 1,2024-02-04,No
4252,41,Male,High,Unemployed,Tier 3,2023-10-17,No
4253,41,Female,High,Unemployed,Tier 1,2021-02-15,No
4254,59,Female,Low,Business,Tier 3,2020-02-04,No
4255,21,Female,Low,Salaried,Tier 2,2023-06-19,No
4256,20,Male,Medium,Business,Tier 3,2024-08-06,Yes
4257,51,Female,Medium,Salaried,Tier 1,2022-06-26,No
4258,40,Female,Medium,Unemployed,Tier 1,2020-03-20,No
4259,40,Male,High,Business,Tier 2,2020-03-15,No
4260,62,Male,High,Student,Tier 2,2022-03-21,No
4261,22,Male,High,Salaried,Tier 1,2020-10-10,No
4262,48,Male,Medium,Salaried,Tier 1,2021-12-27,No
4263,58,Male,Low,Salaried,Tier 2,2024-11-16,No
4264,23,Female,Medium,Unemployed,Tier 1,2023-06-15,Yes
4265,54,Male,Medium,Self-Employed,Tier 1,2020-12-02,No
4266,27,Male,Low,Student,Tier 2,2024-04-03,No
4267,57,Male,Low,Business,Tier 2,2025-06-17,Yes
4268,24,Male,Medium,Salaried,Tier 3,2025-06-10,No
4269,56,Male,Medium,Unemployed,Tier 1,2021-08-08,No
4270,55,Male,Medium,Salaried,Tier 2,2025-03-29,No
4271,38,Male,Low,Business,Tier 1,2021-07-20,No
4272,37,Male,Medium,Student,Tier 1,2020-03-23,Yes
4273,20,Female,Low,Salaried,Tier 2,2024-08-26,No
4274,39,Female,Medium,Unemployed,Tier 3,2020-11-13,No
4275,64,Female,Medium,Unemployed,Tier 3,2022-05-24,No
4276,21,Male,High,Self-Employed,Tier 3,2021-11-09,No
4277,45,Male,Medium,Unemployed,Tier 1,2024-07-09,No
4278,29,Male,Medium,Self-Employed,Tier 1,2023-08-13,Yes
4279,55,Female,Medium,Student,Tier 3,2021-11-30,No
4280,53,Male,Medium,Business,Tier 2,2024-11-25,No
4281,64,Male,Low,Self-Employed,Tier 1,2023-09-27,No
4282,58,Male,Medium,Salaried,Tier 2,2022-04-13,No
4283,22,Female,Medium,Salaried,Tier 3,2022-08-12,No
4284,30,Female,Medium,Business,Tier 3,2025-03-03,No
4285,40,Male,Low,Unemployed,Tier 2,2023-12-18,No
4286,47,Female,High,Salaried,Tier 3,2022-09-13,Yes
4287,54,Male,Low,Self-Employed,Tier 3,2020-01-19,No
4288,42,Male,Low,Business,Tier 1,2025-01-20,No
4289,44,Female,High,Salaried,Tier 1,2025-03-18,No
4290,31,Female,High,Unemployed,Tier 2,2022-03-24,No
4291,64,Female,Low,Unemployed,Tier 1,2020-01-04,No
4292,53,Female,High,Salaried,Tier 3,2021-04-11,No
4293,56,Male,Low,Business,Tier 3,2020-07-08,No
4294,33,Male,Medium,Student,Tier 1,2023-07-28,No
4295,39,Female,Medium,Salaried,Tier 3,2020-03-03,No
4296,38,Female,Medium,Unemployed,Tier 2,2022-10-10,No
4297,38,Male,Medium,Student,Tier 1,2025-06-12,Yes
4298,25,Male,Low,Business,Tier 3,2025-03-17,No
4299,33,Male,Low,Unemployed,Tier 2,2024-12-09,No
4300,48,Male,Medium,Business,Tier 2,2023-07-01,Yes
4301,59,Female,Low,Salaried,Tier 1,2024-07-08,No
4302,27,Female,High,Business,Tier 2,2025-02-20,No
4303,49,Female,Medium,Unemployed,Tier 1,2024-11-30,Yes
4304,51,Male,Low,Salaried,Tier 2,2022-10-22,No
4305,26,Male,Medium,Unemployed,Tier 1,2020-03-07,No
4306,34,Female,Low,Unemployed,Tier 2,2022-05-27,No
4307,28,Female,Low,Student,Tier 1,2023-08-02,No
4308,49,Female,Medium,Self-Employed,Tier 1,2020-05-11,No
4309,27,Male,High,Business,Tier 1,2022-12-07,No
4310,39,Female,Medium,Business,Tier 3,2024-04-27,No
4311,34,Male,Low,Student,Tier 1,2021-08-27,No
4312,21,Female,Medium,Business,Tier 2,2022-07-29,No
4313,64,Female,Low,Student,Tier 1,2022-09-19,No
4314,42,Female,Low,Business,Tier 2,2024-08-03,No
4315,38,Male,High,Business,Tier 3,2022-12-06,No
4316,54,Male,High,Unemployed,Tier 1,2023-06-08,No
4317,55,Male,Low,Student,Tier 1,2024-10-25,No
4318,18,Male,Medium,Business,Tier 1,2020-10-10,No
4319,42,Male,High,Self-Employed,Tier 2,2021-07-02,No
4320,53,Male,Low,Student,Tier 1,2022-11-17,Yes
4321,34,Female,Low,Student,Tier 2,2023-12-05,Yes
4322,58,Male,High,Student,Tier 1,2024-02-05,No
4323,41,Female,Medium,Unemployed,Tier 2,2024-08-20,No
4324,19,Male,Low,Student,Tier 2,2022-06-20,No
4325,57,Female,Low,Unemployed,Tier 1,2023-05-30,No
4326,32,Female,Low,Self-Employed,Tier 3,2023-10-31,No
4327,49,Male,Medium,Salaried,Tier 3,2022-10-29,Yes
4328,56,Female,Medium,Unemployed,Tier 1,2022-06-20,No
4329,23,Male,Medium,Business,Tier 3,2023-12-07,No
4330,18,Male,Medium,Student,Tier 1,2024-02-03,No
4331,64,Male,Low,Salaried,Tier 2,2022-12-29,No
4332,40,Male,Low,Unemployed,Tier 1,2020-12-07,No
4333,56,Female,Low,Business,Tier 3,2020-03-06,No
4334,34,Male,High,Salaried,Tier 1,2021-08-29,No
4335,51,Female,Medium,Self-Employed,Tier 3,2024-09-12,No
4336,58,Female,Low,Unemployed,Tier 3,2022-12-29,No
4337,46,Female,Medium,Unemployed,Tier 1,2022-01-15,No
4338,26,Male,High,Self-Employed,Tier 1,2023-07-08,No
4339,30,Female,Medium,Unemployed,Tier 3,2021-06-15,No
4340,23,Male,Low,Student,Tier 1,2023-11-20,Yes
4341,23,Female,Low,Unemployed,Tier 3,2023-10-13,No
4342,37,Male,Low,Student,Tier 3,2020-12-23,No
4343,20,Male,High,Unemployed,Tier 2,2023-11-16,Yes
4344,34,Male,Medium,Business,Tier 2,2021-01-10,Yes
4345,29,Male,Medium,Business,Tier 1,2023-04-24,No
4346,64,Female,High,Salaried,Tier 3,2023-08-21,Yes
4347,62,Female,High,Business,Tier 1,2020-03-04,No
4348,18,Male,Low,Self-Employed,Tier 1,2020-06-26,No
4349,34,Female,Low,Salaried,Tier 1,2020-08-22,No
4350,20,Male,Medium,Business,Tier 3,2022-05-14,Yes
4351,43,Male,Low,Student,Tier 1,2022-01-31,No
4352,32,Female,Medium,Unemployed,Tier 3,2025-01-04,No
4353,53,Male,High,Business,Tier 2,2020-02-09,No
4354,49,Male,Medium,Student,Tier 1,2023-08-03,Yes
4355,49,Male,Low,Salaried,Tier 2,2023-07-06,No
4356,21,Male,Low,Unemployed,Tier 1,2024-01-30,Yes
4357,35,Male,Low,Business,Tier 1,2023-06-17,Yes
4358,36,Female,High,Salaried,Tier 3,2024-03-06,No
4359,60,Female,Low,Business,Tier 1,2024-05-26,No
4360,52,Female,Low,Salaried,Tier 1,2024-04-14,No
4361,57,Male,Low,Business,Tier 1,2020-12-16,Yes
4362,31,Male,High,Student,Tier 2,2021-06-24,No
4363,50,Male,Medium,Self-Employed,Tier 3,2022-08-23,No
4364,31,Male,High,Student,Tier 1,2023-08-28,Yes
4365,51,Male,Medium,Unemployed,Tier 1,2022-08-19,No
4366,21,Male,Medium,Business,Tier 1,2024-06-10,No
4367,41,Female,Low,Self-Employed,Tier 1,2023-02-05,No
4368,46,Male,Low,Self-Employed,Tier 2,2022-04-10,No
4369,36,Female,Medium,Unemployed,Tier 1,2020-01-30,No
4370,23,Male,High,Unemployed,Tier 3,2020-11-04,No
4371,50,Female,Low,Self-Employed,Tier 3,2024-02-18,No
4372,57,Male,Low,Unemployed,Tier 3,2020-02-15,No
4373,36,Female,Medium,Unemployed,Tier 1,2023-10-14,No
4374,18,Female,Low,Business,Tier 2,2020-05-16,Yes
4375,22,Male,Medium,Student,Tier 3,2022-02-13,Yes
4376,44,Male,Low,Salaried,Tier 1,2024-05-17,Yes
4377,33,Female,Low,Self-Employed,Tier 3,2023-12-25,No
4378,23,Male,Low,Salaried,Tier 3,2021-07-09,No
4379,57,Male,Medium,Self-Employed,Tier 1,2023-06-28,No
4380,30,Male,Medium,Self-Employed,Tier 2,2021-03-08,No
4381,52,Female,Low,Student,Tier 1,2022-04-26,No
4382,36,Male,High,Self-Employed,Tier 1,2020-07-25,No
4383,29,Female,Low,Self-Employed,Tier 3,2021-03-21,No
4384,33,Female,Low,Student,Tier 3,2022-12-18,No
4385,60,Male,Medium,Unemployed,Tier 3,2023-05-14,No
4386,27,Female,Low,Salaried,Tier 1,2025-06-17,No
4387,42,Male,Medium,Self-Employed,Tier 3,2020-11-26,No
4388,37,Male,High,Student,Tier 3,2021-08-18,No
4389,48,Female,Medium,Self-Employed,Tier 3,2021-06-08,No
4390,21,Female,Medium,Student,Tier 3,2022-01-18,Yes
4391,61,Female,Medium,Salaried,Tier 2,2023-03-27,No
4392,40,Female,Low,Business,Tier 1,2023-02-01,No
4393,19,Female,Medium,Unemployed,Tier 1,2020-12-24,No
4394,39,Male,Low,Business,Tier 1,2022-05-01,Yes
4395,54,Female,High,Student,Tier 2,2023-10-20,No
4396,25,Male,Low,Self-Employed,Tier 1,2021-07-08,No
4397,24,Male,Medium,Unemployed,Tier 2,2023-04-17,No
