customer_id,age,gender,income_bracket,income_range,occupation,city_tier,join_date,churn_flag,age_group
4683,22,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,2/3/2024,No,Student
4684,59,Male,Medium,4-8 Lakh,Business,Tier 3,9/25/2023,No,Pre-Retirement
4685,40,Male,Low,2-4 Lakh,Student,Tier 3,5/21/2022,Yes,Family Stage
4686,34,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,5/1/2025,No,Mid Career
4687,29,Female,Low,2-4 Lakh,Salaried,Tier 1,9/2/2020,No,Early Career
4688,40,Male,Medium,4-8 Lakh,Business,Tier 1,6/27/2023,Yes,Family Stage
4689,33,Male,Low,2-4 Lakh,Unemployed,Tier 2,5/12/2024,Yes,Mid Career
4690,20,Female,Low,2-4 Lakh,Self-Employed,Tier 3,5/23/2021,No,Student
4691,47,Male,Low,2-4 Lakh,Self-Employed,Tier 2,8/20/2023,No,Family Stage
4692,39,Male,Low,2-4 Lakh,Student,Tier 3,3/26/2025,No,Mid Career
4693,26,Female,Medium,4-8 Lakh,Business,Tier 1,3/30/2025,No,Early Career
4694,46,Female,High,8+ Lakh,Student,Tier 1,3/16/2024,Yes,Family Stage
4695,64,Male,Medium,4-8 Lakh,Student,Tier 1,10/16/2023,No,Pre-Retirement
4696,54,Female,Medium,4-8 Lakh,Business,Tier 2,10/4/2024,No,Family Stage
4697,40,Male,High,8+ Lakh,Salaried,Tier 3,2/13/2020,No,Family Stage
4698,30,Male,High,8+ Lakh,Self-Employed,Tier 3,9/4/2023,No,Mid Career
4699,49,Male,High,8+ Lakh,Student,Tier 2,8/29/2021,No,Family Stage
4700,63,Male,Low,2-4 Lakh,Self-Employed,Tier 3,2/21/2024,No,Pre-Retirement
4701,64,Male,Medium,4-8 Lakh,Business,Tier 1,8/10/2023,No,Pre-Retirement
4702,40,Female,High,8+ Lakh,Salaried,Tier 2,5/23/2021,No,Family Stage
4703,62,Female,High,8+ Lakh,Unemployed,Tier 1,3/24/2024,No,Pre-Retirement
4704,34,Male,Medium,4-8 Lakh,Salaried,Tier 1,12/2/2024,No,Mid Career
4705,57,Female,Low,2-4 Lakh,Business,Tier 3,9/11/2023,Yes,Pre-Retirement
4706,38,Female,High,8+ Lakh,Salaried,Tier 3,6/30/2023,No,Mid Career
4707,19,Male,Medium,4-8 Lakh,Unemployed,Tier 1,11/3/2020,No,Student
4708,54,Female,Low,2-4 Lakh,Student,Tier 1,9/8/2023,Yes,Family Stage
4709,23,Female,Low,2-4 Lakh,Salaried,Tier 1,6/19/2024,No,Early Career
4710,61,Male,Medium,4-8 Lakh,Business,Tier 1,5/16/2022,No,Pre-Retirement
4711,35,Male,Low,2-4 Lakh,Salaried,Tier 2,6/30/2022,No,Mid Career
4712,47,Male,Low,2-4 Lakh,Unemployed,Tier 2,7/23/2024,No,Family Stage
4713,39,Male,High,8+ Lakh,Business,Tier 2,2/5/2020,No,Mid Career
4714,50,Male,Low,2-4 Lakh,Salaried,Tier 1,6/28/2024,No,Family Stage
4715,47,Male,Medium,4-8 Lakh,Business,Tier 1,12/11/2021,No,Family Stage
4716,34,Male,High,8+ Lakh,Unemployed,Tier 1,8/7/2023,No,Mid Career
4717,60,Female,Medium,4-8 Lakh,Student,Tier 3,3/26/2025,Yes,Pre-Retirement
4718,49,Male,Low,2-4 Lakh,Unemployed,Tier 3,4/14/2024,No,Family Stage
4719,59,Female,Medium,4-8 Lakh,Student,Tier 1,7/29/2022,No,Pre-Retirement
4720,31,Female,Low,2-4 Lakh,Self-Employed,Tier 1,5/19/2025,No,Mid Career
4721,27,Male,Low,2-4 Lakh,Unemployed,Tier 1,6/16/2024,No,Early Career
4722,64,Female,Medium,4-8 Lakh,Student,Tier 1,2/21/2024,No,Pre-Retirement
4723,53,Female,High,8+ Lakh,Self-Employed,Tier 1,8/18/2022,No,Family Stage
4724,51,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,8/23/2020,No,Family Stage
4725,26,Male,Low,2-4 Lakh,Self-Employed,Tier 3,11/9/2023,No,Early Career
4726,59,Female,Medium,4-8 Lakh,Business,Tier 1,12/26/2020,No,Pre-Retirement
4727,45,Female,Low,2-4 Lakh,Unemployed,Tier 1,5/30/2025,Yes,Family Stage
4728,28,Male,Medium,4-8 Lakh,Unemployed,Tier 1,6/13/2025,Yes,Early Career
4729,31,Female,Low,2-4 Lakh,Unemployed,Tier 1,9/26/2024,No,Mid Career
4730,56,Female,High,8+ Lakh,Unemployed,Tier 2,7/3/2023,No,Pre-Retirement
4731,64,Female,Low,2-4 Lakh,Business,Tier 2,5/17/2022,No,Pre-Retirement
4732,36,Female,Low,2-4 Lakh,Unemployed,Tier 2,10/14/2023,No,Mid Career
4733,32,Female,Medium,4-8 Lakh,Student,Tier 3,4/15/2024,No,Mid Career
4734,45,Male,Low,2-4 Lakh,Self-Employed,Tier 2,1/25/2020,No,Family Stage
4735,41,Female,Medium,4-8 Lakh,Business,Tier 1,3/25/2022,Yes,Family Stage
4736,25,Male,High,8+ Lakh,Business,Tier 1,8/9/2022,No,Early Career
4737,60,Female,Low,2-4 Lakh,Unemployed,Tier 1,9/10/2022,No,Pre-Retirement
4738,26,Male,Low,2-4 Lakh,Self-Employed,Tier 2,10/21/2022,No,Early Career
4739,64,Male,High,8+ Lakh,Student,Tier 2,12/23/2020,No,Pre-Retirement
4740,50,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,4/27/2020,No,Family Stage
4741,50,Female,High,8+ Lakh,Salaried,Tier 3,4/23/2021,Yes,Family Stage
4742,36,Female,Low,2-4 Lakh,Self-Employed,Tier 3,11/7/2021,No,Mid Career
4743,20,Female,Low,2-4 Lakh,Student,Tier 2,4/3/2021,No,Student
4744,27,Female,Low,2-4 Lakh,Student,Tier 2,4/22/2020,No,Early Career
4745,57,Female,Low,2-4 Lakh,Student,Tier 3,5/3/2023,No,Pre-Retirement
4746,64,Male,Medium,4-8 Lakh,Business,Tier 1,8/2/2024,No,Pre-Retirement
4747,59,Male,Low,2-4 Lakh,Business,Tier 1,11/9/2022,No,Pre-Retirement
4748,18,Male,Medium,4-8 Lakh,Salaried,Tier 1,8/2/2023,Yes,Student
4749,46,Female,Low,2-4 Lakh,Self-Employed,Tier 2,4/2/2021,No,Family Stage
4750,51,Female,High,8+ Lakh,Unemployed,Tier 3,11/1/2024,No,Family Stage
4751,30,Male,Low,2-4 Lakh,Salaried,Tier 1,1/11/2024,No,Mid Career
4752,18,Female,Low,2-4 Lakh,Unemployed,Tier 2,6/2/2024,No,Student
4753,51,Female,Medium,4-8 Lakh,Unemployed,Tier 2,10/1/2021,No,Family Stage
4754,46,Male,Low,2-4 Lakh,Salaried,Tier 3,1/13/2023,Yes,Family Stage
4755,64,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,7/29/2021,No,Pre-Retirement
4756,30,Female,Medium,4-8 Lakh,Unemployed,Tier 3,7/21/2023,No,Mid Career
4757,46,Female,High,8+ Lakh,Business,Tier 1,3/10/2022,No,Family Stage
4758,56,Male,Medium,4-8 Lakh,Business,Tier 3,2/6/2021,No,Pre-Retirement
4759,41,Female,Medium,4-8 Lakh,Salaried,Tier 1,9/9/2020,No,Family Stage
4760,43,Male,High,8+ Lakh,Unemployed,Tier 2,6/17/2024,No,Family Stage
4761,34,Male,High,8+ Lakh,Salaried,Tier 1,12/29/2024,No,Mid Career
4762,24,Male,Medium,4-8 Lakh,Business,Tier 3,8/15/2022,No,Early Career
4763,30,Female,Medium,4-8 Lakh,Salaried,Tier 3,10/23/2021,No,Mid Career
4764,22,Male,Medium,4-8 Lakh,Unemployed,Tier 3,10/20/2023,Yes,Student
4765,43,Male,Low,2-4 Lakh,Unemployed,Tier 2,10/30/2021,No,Family Stage
4766,20,Female,High,8+ Lakh,Business,Tier 2,12/28/2021,Yes,Student
4767,24,Male,Medium,4-8 Lakh,Student,Tier 1,7/7/2023,No,Early Career
4768,56,Female,Low,2-4 Lakh,Student,Tier 2,12/28/2023,No,Pre-Retirement
4769,18,Female,Low,2-4 Lakh,Self-Employed,Tier 1,6/18/2025,No,Student
4770,34,Female,Low,2-4 Lakh,Business,Tier 3,9/3/2021,No,Mid Career
4771,60,Male,Low,2-4 Lakh,Self-Employed,Tier 3,2/19/2023,No,Pre-Retirement
4772,42,Male,Low,2-4 Lakh,Business,Tier 3,7/25/2024,No,Family Stage
4773,20,Female,Medium,4-8 Lakh,Unemployed,Tier 2,3/20/2024,No,Student
4774,32,Female,Low,2-4 Lakh,Business,Tier 2,9/5/2022,No,Mid Career
4775,46,Female,Medium,4-8 Lakh,Salaried,Tier 2,11/3/2024,No,Family Stage
4776,60,Male,Low,2-4 Lakh,Self-Employed,Tier 2,11/9/2021,No,Pre-Retirement
4777,49,Female,Low,2-4 Lakh,Business,Tier 1,7/22/2021,No,Family Stage
4778,43,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,6/26/2021,Yes,Family Stage
4779,33,Female,High,8+ Lakh,Business,Tier 1,6/2/2021,No,Mid Career
4780,42,Male,Medium,4-8 Lakh,Student,Tier 2,1/12/2020,No,Family Stage
4781,45,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,1/10/2020,No,Family Stage
4782,26,Male,Medium,4-8 Lakh,Unemployed,Tier 3,6/5/2020,No,Early Career
4783,18,Male,Low,2-4 Lakh,Unemployed,Tier 3,10/8/2022,No,Student
4784,46,Female,Low,2-4 Lakh,Business,Tier 1,12/25/2021,Yes,Family Stage
4785,39,Female,Low,2-4 Lakh,Unemployed,Tier 1,5/20/2020,No,Mid Career
4786,33,Female,Medium,4-8 Lakh,Unemployed,Tier 1,9/30/2021,No,Mid Career
4787,58,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,9/29/2024,No,Pre-Retirement
4788,61,Male,Medium,4-8 Lakh,Business,Tier 1,5/4/2025,No,Pre-Retirement
4789,58,Male,Low,2-4 Lakh,Self-Employed,Tier 3,5/16/2020,Yes,Pre-Retirement
4790,24,Female,Medium,4-8 Lakh,Business,Tier 3,11/21/2021,No,Early Career
4791,31,Male,Low,2-4 Lakh,Unemployed,Tier 3,6/11/2024,No,Mid Career
4792,46,Female,Low,2-4 Lakh,Business,Tier 1,11/24/2023,No,Family Stage
4793,36,Female,Low,2-4 Lakh,Business,Tier 1,3/18/2021,No,Mid Career
4794,36,Female,Medium,4-8 Lakh,Salaried,Tier 3,1/5/2024,No,Mid Career
4795,19,Male,Low,2-4 Lakh,Business,Tier 3,7/14/2023,Yes,Student
4796,58,Male,Medium,4-8 Lakh,Salaried,Tier 3,11/6/2021,Yes,Pre-Retirement
4797,62,Male,High,8+ Lakh,Self-Employed,Tier 1,11/19/2024,No,Pre-Retirement
4798,32,Female,Low,2-4 Lakh,Salaried,Tier 2,3/16/2024,No,Mid Career
4799,20,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,10/3/2020,No,Student
4800,28,Male,Low,2-4 Lakh,Business,Tier 1,9/3/2024,Yes,Early Career
4801,63,Female,Low,2-4 Lakh,Self-Employed,Tier 2,10/11/2023,No,Pre-Retirement
4802,47,Female,Low,2-4 Lakh,Unemployed,Tier 2,7/21/2022,No,Family Stage
4803,57,Male,High,8+ Lakh,Business,Tier 1,12/2/2024,No,Pre-Retirement
4804,35,Female,Medium,4-8 Lakh,Salaried,Tier 1,8/4/2024,No,Mid Career
4805,19,Male,Medium,4-8 Lakh,Student,Tier 2,1/21/2023,No,Student
4806,49,Female,Low,2-4 Lakh,Business,Tier 2,10/2/2021,No,Family Stage
4807,25,Female,High,8+ Lakh,Unemployed,Tier 1,3/5/2023,No,Early Career
4808,39,Male,High,8+ Lakh,Self-Employed,Tier 1,4/20/2020,No,Mid Career
4809,23,Female,Medium,4-8 Lakh,Salaried,Tier 3,12/3/2022,No,Early Career
4810,29,Female,High,8+ Lakh,Salaried,Tier 3,6/9/2022,No,Early Career
4811,64,Female,Low,2-4 Lakh,Unemployed,Tier 3,7/29/2020,No,Pre-Retirement
4812,57,Male,Medium,4-8 Lakh,Unemployed,Tier 1,12/8/2020,No,Pre-Retirement
4813,53,Female,Medium,4-8 Lakh,Business,Tier 1,10/14/2023,No,Family Stage
4814,32,Female,Medium,4-8 Lakh,Student,Tier 3,12/26/2020,No,Mid Career
4815,45,Male,High,8+ Lakh,Student,Tier 1,9/16/2023,No,Family Stage
4816,62,Male,Low,2-4 Lakh,Self-Employed,Tier 2,2/14/2021,No,Pre-Retirement
4817,35,Female,Low,2-4 Lakh,Salaried,Tier 1,1/28/2022,Yes,Mid Career
4818,19,Female,Low,2-4 Lakh,Business,Tier 1,5/22/2021,No,Student
4819,30,Female,High,8+ Lakh,Salaried,Tier 3,8/19/2020,No,Mid Career
4820,62,Male,High,8+ Lakh,Business,Tier 3,3/14/2022,No,Pre-Retirement
4821,32,Female,Medium,4-8 Lakh,Unemployed,Tier 3,4/8/2023,No,Mid Career
4822,37,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,11/28/2023,Yes,Mid Career
4823,46,Male,Medium,4-8 Lakh,Unemployed,Tier 2,8/21/2020,Yes,Family Stage
4824,59,Female,Medium,4-8 Lakh,Salaried,Tier 2,6/3/2021,No,Pre-Retirement
4825,46,Female,Low,2-4 Lakh,Self-Employed,Tier 1,10/28/2020,No,Family Stage
4826,20,Male,Medium,4-8 Lakh,Business,Tier 2,4/9/2020,No,Student
4827,36,Female,Medium,4-8 Lakh,Business,Tier 1,9/9/2020,No,Mid Career
4828,20,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,11/3/2020,No,Student
4829,31,Male,Low,2-4 Lakh,Unemployed,Tier 2,3/4/2022,No,Mid Career
4830,57,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,3/13/2022,Yes,Pre-Retirement
4831,21,Male,High,8+ Lakh,Unemployed,Tier 2,9/19/2024,No,Student
4832,28,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,1/21/2021,Yes,Early Career
4833,48,Male,Medium,4-8 Lakh,Unemployed,Tier 3,2/20/2023,No,Family Stage
4834,60,Male,Medium,4-8 Lakh,Student,Tier 3,5/11/2020,No,Pre-Retirement
4835,49,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,6/13/2023,Yes,Family Stage
4836,44,Male,Low,2-4 Lakh,Unemployed,Tier 3,8/8/2020,Yes,Family Stage
4837,47,Male,Medium,4-8 Lakh,Salaried,Tier 1,3/2/2020,No,Family Stage
4838,60,Female,Medium,4-8 Lakh,Salaried,Tier 3,4/11/2022,Yes,Pre-Retirement
4839,19,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,9/9/2024,No,Student
4840,26,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,1/1/2022,Yes,Early Career
4841,45,Male,Medium,4-8 Lakh,Business,Tier 3,2/6/2021,No,Family Stage
4842,48,Male,Medium,4-8 Lakh,Unemployed,Tier 1,6/19/2020,No,Family Stage
4843,51,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,2/8/2024,No,Family Stage
4844,32,Female,High,8+ Lakh,Salaried,Tier 3,6/5/2024,No,Mid Career
4845,42,Male,Medium,4-8 Lakh,Salaried,Tier 2,1/14/2020,No,Family Stage
4846,53,Male,High,8+ Lakh,Salaried,Tier 3,9/26/2020,No,Family Stage
4847,25,Female,Medium,4-8 Lakh,Unemployed,Tier 3,12/13/2022,No,Early Career
4848,26,Male,Low,2-4 Lakh,Student,Tier 1,12/7/2023,Yes,Early Career
4849,54,Female,High,8+ Lakh,Self-Employed,Tier 3,2/28/2023,No,Family Stage
4850,62,Female,Medium,4-8 Lakh,Student,Tier 2,6/21/2024,No,Pre-Retirement
4851,56,Female,High,8+ Lakh,Unemployed,Tier 3,12/13/2021,No,Pre-Retirement
4852,49,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,5/21/2022,No,Family Stage
4853,34,Male,Low,2-4 Lakh,Business,Tier 2,12/1/2024,No,Mid Career
4854,52,Male,Low,2-4 Lakh,Self-Employed,Tier 3,10/22/2024,No,Family Stage
4855,54,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,3/20/2024,No,Family Stage
4856,36,Female,High,8+ Lakh,Self-Employed,Tier 2,9/20/2021,No,Mid Career
4857,61,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,10/27/2020,No,Pre-Retirement
4858,46,Male,Low,2-4 Lakh,Self-Employed,Tier 2,12/4/2021,No,Family Stage
4859,24,Male,Medium,4-8 Lakh,Unemployed,Tier 2,6/6/2025,No,Early Career
4860,45,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,5/16/2025,No,Family Stage
4861,26,Male,Low,2-4 Lakh,Unemployed,Tier 1,3/2/2021,No,Early Career
4862,45,Male,Low,2-4 Lakh,Self-Employed,Tier 1,4/25/2020,No,Family Stage
4863,23,Female,Low,2-4 Lakh,Self-Employed,Tier 2,8/23/2020,No,Early Career
4864,46,Male,Low,2-4 Lakh,Unemployed,Tier 2,5/5/2024,No,Family Stage
4865,34,Female,Low,2-4 Lakh,Self-Employed,Tier 2,1/13/2020,No,Mid Career
4866,33,Female,Low,2-4 Lakh,Salaried,Tier 1,5/26/2023,No,Mid Career
4867,40,Male,High,8+ Lakh,Self-Employed,Tier 1,9/14/2023,No,Family Stage
4868,48,Female,Low,2-4 Lakh,Business,Tier 2,3/8/2020,No,Family Stage
4869,20,Male,Low,2-4 Lakh,Unemployed,Tier 2,1/12/2022,No,Student
4870,38,Male,Low,2-4 Lakh,Self-Employed,Tier 2,4/16/2022,No,Mid Career
4871,43,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,1/25/2021,No,Family Stage
4872,53,Male,Medium,4-8 Lakh,Unemployed,Tier 2,1/20/2023,No,Family Stage
4873,59,Male,Low,2-4 Lakh,Student,Tier 3,4/13/2020,No,Pre-Retirement
4874,54,Female,Medium,4-8 Lakh,Salaried,Tier 2,6/1/2024,Yes,Family Stage
4875,39,Female,Medium,4-8 Lakh,Salaried,Tier 1,12/20/2023,No,Mid Career
4876,59,Female,Low,2-4 Lakh,Self-Employed,Tier 1,9/5/2021,No,Pre-Retirement
4877,29,Female,Medium,4-8 Lakh,Unemployed,Tier 3,2/11/2022,No,Early Career
4878,59,Female,Medium,4-8 Lakh,Business,Tier 2,5/20/2025,No,Pre-Retirement
4879,30,Female,Low,2-4 Lakh,Self-Employed,Tier 1,10/30/2020,No,Mid Career
4880,28,Male,Medium,4-8 Lakh,Salaried,Tier 3,1/13/2021,No,Early Career
4881,33,Male,High,8+ Lakh,Self-Employed,Tier 1,10/27/2024,No,Mid Career
4882,25,Male,Medium,4-8 Lakh,Unemployed,Tier 2,10/3/2023,Yes,Early Career
4883,57,Female,Low,2-4 Lakh,Business,Tier 1,4/13/2023,No,Pre-Retirement
4884,57,Male,High,8+ Lakh,Student,Tier 1,11/16/2023,No,Pre-Retirement
4885,62,Female,Medium,4-8 Lakh,Business,Tier 2,11/29/2023,No,Pre-Retirement
4886,19,Male,Low,2-4 Lakh,Self-Employed,Tier 1,3/28/2020,No,Student
4887,47,Female,Medium,4-8 Lakh,Salaried,Tier 1,9/21/2021,No,Family Stage
4888,47,Male,Medium,4-8 Lakh,Unemployed,Tier 3,12/20/2024,No,Family Stage
4889,29,Female,High,8+ Lakh,Self-Employed,Tier 1,8/3/2024,No,Early Career
4890,27,Female,Low,2-4 Lakh,Student,Tier 2,9/16/2021,No,Early Career
4891,61,Female,Low,2-4 Lakh,Unemployed,Tier 1,4/18/2025,No,Pre-Retirement
4892,28,Female,Medium,4-8 Lakh,Unemployed,Tier 3,6/26/2023,No,Early Career
4893,32,Male,High,8+ Lakh,Unemployed,Tier 3,12/31/2020,No,Mid Career
4894,33,Male,Low,2-4 Lakh,Self-Employed,Tier 1,1/17/2023,No,Mid Career
4895,34,Female,High,8+ Lakh,Student,Tier 2,5/26/2022,No,Mid Career
4896,43,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,1/18/2025,No,Family Stage
4897,19,Female,Medium,4-8 Lakh,Unemployed,Tier 1,1/1/2022,No,Student
4898,29,Male,Medium,4-8 Lakh,Unemployed,Tier 2,9/25/2022,No,Early Career
4899,43,Female,Low,2-4 Lakh,Salaried,Tier 3,3/31/2021,No,Family Stage
4900,40,Female,Medium,4-8 Lakh,Business,Tier 1,2/18/2021,No,Family Stage
4901,35,Male,High,8+ Lakh,Self-Employed,Tier 3,3/30/2021,No,Mid Career
4902,49,Female,Low,2-4 Lakh,Student,Tier 1,5/5/2024,No,Family Stage
4903,55,Female,Medium,4-8 Lakh,Unemployed,Tier 2,5/25/2021,Yes,Pre-Retirement
4904,64,Male,Low,2-4 Lakh,Self-Employed,Tier 1,4/13/2023,No,Pre-Retirement
4905,20,Female,Low,2-4 Lakh,Business,Tier 2,7/23/2022,No,Student
4906,55,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,7/27/2020,No,Pre-Retirement
4907,20,Male,Low,2-4 Lakh,Business,Tier 1,7/10/2024,No,Student
4908,47,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,8/29/2023,No,Family Stage
4909,18,Male,Medium,4-8 Lakh,Salaried,Tier 1,5/23/2025,No,Student
4910,47,Female,High,8+ Lakh,Self-Employed,Tier 2,1/5/2021,No,Family Stage
4911,62,Female,Low,2-4 Lakh,Salaried,Tier 1,8/29/2023,No,Pre-Retirement
4912,49,Female,Low,2-4 Lakh,Business,Tier 1,3/13/2022,No,Family Stage
4913,45,Female,Low,2-4 Lakh,Unemployed,Tier 2,3/7/2024,No,Family Stage
4914,38,Female,High,8+ Lakh,Unemployed,Tier 1,3/26/2020,No,Mid Career
4915,63,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,10/8/2021,Yes,Pre-Retirement
4916,30,Female,Low,2-4 Lakh,Student,Tier 2,3/31/2022,No,Mid Career
4917,44,Female,High,8+ Lakh,Self-Employed,Tier 3,7/13/2023,No,Family Stage
4918,53,Male,High,8+ Lakh,Salaried,Tier 1,5/28/2023,No,Family Stage
4919,24,Male,High,8+ Lakh,Salaried,Tier 2,10/21/2020,No,Early Career
4920,39,Female,Low,2-4 Lakh,Business,Tier 2,9/17/2024,Yes,Mid Career
4921,27,Male,Low,2-4 Lakh,Self-Employed,Tier 1,5/20/2021,No,Early Career
4922,56,Female,Medium,4-8 Lakh,Business,Tier 3,4/1/2023,Yes,Pre-Retirement
4923,32,Male,Medium,4-8 Lakh,Student,Tier 3,2/24/2023,No,Mid Career
4924,32,Male,Low,2-4 Lakh,Unemployed,Tier 1,4/6/2022,Yes,Mid Career
4925,21,Female,Low,2-4 Lakh,Unemployed,Tier 3,4/26/2020,No,Student
4926,49,Male,High,8+ Lakh,Self-Employed,Tier 3,11/30/2023,Yes,Family Stage
4927,40,Female,Low,2-4 Lakh,Business,Tier 1,10/10/2021,No,Family Stage
4928,23,Male,Medium,4-8 Lakh,Business,Tier 1,11/26/2024,No,Early Career
4929,41,Male,Medium,4-8 Lakh,Student,Tier 2,12/21/2020,No,Family Stage
4930,37,Male,Medium,4-8 Lakh,Business,Tier 1,2/14/2022,No,Mid Career
4931,54,Female,Medium,4-8 Lakh,Salaried,Tier 1,10/19/2022,Yes,Family Stage
4932,37,Female,Medium,4-8 Lakh,Salaried,Tier 1,5/30/2023,No,Mid Career
4933,29,Male,Low,2-4 Lakh,Salaried,Tier 1,10/31/2023,No,Early Career
4934,50,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,8/30/2023,No,Family Stage
4935,45,Female,Low,2-4 Lakh,Salaried,Tier 1,4/2/2025,No,Family Stage
4936,25,Female,Medium,4-8 Lakh,Salaried,Tier 1,3/1/2025,No,Early Career
4937,18,Male,Medium,4-8 Lakh,Unemployed,Tier 1,3/19/2023,No,Student
4938,54,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,8/23/2020,No,Family Stage
4939,39,Male,Low,2-4 Lakh,Salaried,Tier 2,3/1/2025,Yes,Mid Career
4940,23,Male,Low,2-4 Lakh,Student,Tier 3,4/6/2023,No,Early Career
4941,38,Male,Medium,4-8 Lakh,Salaried,Tier 3,2/27/2024,No,Mid Career
4942,49,Male,Low,2-4 Lakh,Self-Employed,Tier 1,12/6/2023,No,Family Stage
4943,52,Male,High,8+ Lakh,Business,Tier 1,7/30/2022,No,Family Stage
4944,32,Female,High,8+ Lakh,Unemployed,Tier 2,3/9/2020,No,Mid Career
4945,22,Female,Low,2-4 Lakh,Unemployed,Tier 1,10/10/2024,Yes,Student
4946,63,Male,Low,2-4 Lakh,Self-Employed,Tier 1,5/6/2024,Yes,Pre-Retirement
4947,23,Female,Medium,4-8 Lakh,Salaried,Tier 1,9/23/2020,No,Early Career
4948,42,Female,High,8+ Lakh,Student,Tier 2,3/19/2023,No,Family Stage
4949,63,Female,Medium,4-8 Lakh,Salaried,Tier 2,3/25/2022,No,Pre-Retirement
4950,57,Female,Low,2-4 Lakh,Salaried,Tier 3,2/23/2025,No,Pre-Retirement
4951,46,Female,Medium,4-8 Lakh,Student,Tier 2,3/28/2024,No,Family Stage
4952,24,Female,Low,2-4 Lakh,Unemployed,Tier 2,1/16/2021,Yes,Early Career
4953,57,Female,Low,2-4 Lakh,Salaried,Tier 2,6/23/2024,No,Pre-Retirement
4954,30,Male,Low,2-4 Lakh,Business,Tier 1,1/8/2021,Yes,Mid Career
4955,55,Male,Medium,4-8 Lakh,Business,Tier 1,11/15/2021,No,Pre-Retirement
4956,35,Male,Low,2-4 Lakh,Self-Employed,Tier 3,5/20/2021,Yes,Mid Career
4957,19,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,8/24/2020,No,Student
4958,25,Female,High,8+ Lakh,Student,Tier 1,5/29/2024,Yes,Early Career
4959,28,Male,Medium,4-8 Lakh,Student,Tier 1,11/20/2020,No,Early Career
4960,50,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,3/27/2025,No,Family Stage
4961,55,Female,Low,2-4 Lakh,Salaried,Tier 1,6/27/2023,No,Pre-Retirement
4962,44,Male,Medium,4-8 Lakh,Unemployed,Tier 2,8/12/2021,No,Family Stage
4963,37,Male,Low,2-4 Lakh,Business,Tier 1,2/28/2022,No,Mid Career
4964,29,Male,Medium,4-8 Lakh,Student,Tier 1,1/14/2024,Yes,Early Career
4965,60,Female,Low,2-4 Lakh,Self-Employed,Tier 3,1/23/2022,No,Pre-Retirement
4966,48,Female,Low,2-4 Lakh,Business,Tier 3,5/8/2025,No,Family Stage
4967,44,Female,Low,2-4 Lakh,Student,Tier 2,5/5/2025,Yes,Family Stage
4968,49,Male,Low,2-4 Lakh,Student,Tier 2,12/16/2023,No,Family Stage
4969,27,Male,Medium,4-8 Lakh,Salaried,Tier 1,1/23/2025,No,Early Career
4970,20,Female,Medium,4-8 Lakh,Student,Tier 3,5/13/2025,No,Student
4971,62,Male,Low,2-4 Lakh,Unemployed,Tier 2,5/24/2023,No,Pre-Retirement
4972,44,Male,Medium,4-8 Lakh,Student,Tier 2,1/1/2022,No,Family Stage
4973,52,Female,Medium,4-8 Lakh,Unemployed,Tier 2,1/21/2020,Yes,Family Stage
4974,48,Male,Medium,4-8 Lakh,Salaried,Tier 2,10/31/2020,No,Family Stage
4975,32,Male,High,8+ Lakh,Unemployed,Tier 2,10/8/2023,Yes,Mid Career
4976,33,Male,Low,2-4 Lakh,Business,Tier 2,8/26/2021,No,Mid Career
4977,30,Female,Low,2-4 Lakh,Student,Tier 2,3/17/2022,No,Mid Career
4978,52,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,10/6/2022,No,Family Stage
4979,28,Male,High,8+ Lakh,Self-Employed,Tier 2,3/20/2021,No,Early Career
4980,38,Female,Medium,4-8 Lakh,Unemployed,Tier 1,6/23/2024,No,Mid Career
4981,28,Female,High,8+ Lakh,Salaried,Tier 2,9/22/2020,Yes,Early Career
