customer_id,age,gender,income_bracket,income_range,occupation,city_tier,join_date,churn_flag,age_group,debit_amount,salary_amount,transaction_count,savings_ratio,spend_segment
5057,46,Female,High,8+ Lakh,Business,Tier 2,11/27/2020,No,Family Stage,21893.43,439.17,13.0,0.020059442490281333,Medium
5058,63,Male,High,8+ Lakh,Student,Tier 2,8/16/2022,No,Pre-Retirement,4231.02,1191.03,7.0,0.2814994965752939,Low
5059,31,Male,Low,2-4 Lakh,Student,Tier 2,12/14/2023,Yes,Mid Career,8245.52,4442.22,8.0,0.5387434631169411,Low
5060,37,Male,Medium,4-8 Lakh,Salaried,Tier 3,10/24/2024,No,Mid Career,9201.45,76.92,7.0,0.008359552027126158,Low
5061,50,Male,High,8+ Lakh,Salaried,Tier 3,10/10/2024,No,Family Stage,15880.27,7454.84,12.0,0.4694403810514557,Low
5062,60,Female,Medium,4-8 Lakh,Student,Tier 3,10/17/2021,No,Pre-Retirement,11602.6,0.0,6.0,0.0,Low
5063,32,Male,Low,2-4 Lakh,Student,Tier 1,11/8/2020,No,Mid Career,7650.04,4720.74,5.0,0.6170869694798982,Low
5064,29,Female,Medium,4-8 Lakh,Salaried,Tier 2,1/29/2025,No,Early Career,13985.03,4976.05,15.0,0.35581260819604965,Low
5065,57,Female,Medium,4-8 Lakh,Business,Tier 2,3/7/2023,No,Pre-Retirement,33380.89,0.0,10.0,0.0,Medium
5066,37,Female,Medium,4-8 Lakh,Business,Tier 2,12/20/2020,No,Mid Career,12653.33,4276.4,12.0,0.3379663693272838,Low
5067,47,Female,Medium,4-8 Lakh,Business,Tier 3,3/5/2024,No,Family Stage,9522.220000000001,0.0,4.0,0.0,Low
5068,55,Male,High,8+ Lakh,Business,Tier 1,8/12/2020,No,Pre-Retirement,6564.35,0.0,5.0,0.0,Low
5069,20,Female,Low,2-4 Lakh,Salaried,Tier 3,9/5/2021,No,Student,16510.84,0.0,8.0,0.0,Low
5070,45,Male,Low,2-4 Lakh,Self-Employed,Tier 2,4/8/2020,No,Family Stage,7581.16,8806.59,10.0,1.161641490220494,Low
5071,43,Female,Medium,4-8 Lakh,Unemployed,Tier 1,11/2/2020,No,Family Stage,36673.65,6772.43,16.0,0.18466746560541425,Medium
5072,47,Female,Low,2-4 Lakh,Unemployed,Tier 2,3/5/2022,No,Family Stage,10123.42,388.66,7.0,0.03839216391298593,Low
5073,30,Male,High,8+ Lakh,Unemployed,Tier 1,1/25/2021,No,Mid Career,26530.3,0.0,14.0,0.0,Medium
5074,30,Female,Low,2-4 Lakh,Unemployed,Tier 1,1/19/2023,No,Mid Career,8483.04,0.0,9.0,0.0,Low
5075,19,Female,Medium,4-8 Lakh,Salaried,Tier 3,1/6/2025,No,Student,18169.079999999998,0.0,10.0,0.0,Low
5076,54,Female,High,8+ Lakh,Self-Employed,Tier 2,1/8/2021,No,Family Stage,13881.72,3501.83,9.0,0.252261967537164,Low
5077,55,Female,Low,2-4 Lakh,Salaried,Tier 1,7/22/2020,No,Pre-Retirement,9535.210000000001,0.0,10.0,0.0,Low
5078,19,Female,High,8+ Lakh,Self-Employed,Tier 3,4/1/2025,Yes,Student,21323.25,0.0,7.0,0.0,Medium
5079,53,Male,Medium,4-8 Lakh,Salaried,Tier 1,11/8/2024,Yes,Family Stage,20678.27,8878.05,11.0,0.42934200975226644,Medium
5080,43,Female,Low,2-4 Lakh,Student,Tier 1,8/31/2021,No,Family Stage,27677.3,1310.28,11.0,0.04734132303367742,Medium
5081,28,Female,High,8+ Lakh,Self-Employed,Tier 1,9/24/2021,No,Early Career,21034.36,0.0,12.0,0.0,Medium
5082,25,Male,Low,2-4 Lakh,Unemployed,Tier 1,4/16/2025,No,Early Career,29497.829999999998,0.0,8.0,0.0,Medium
5083,61,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,2/14/2023,No,Pre-Retirement,11427.18,1308.65,10.0,0.11452081790958049,Low
5084,57,Male,Low,2-4 Lakh,Business,Tier 3,3/6/2020,Yes,Pre-Retirement,3132.16,0.0,6.0,0.0,Low
5085,60,Female,Low,2-4 Lakh,Self-Employed,Tier 3,5/10/2020,No,Pre-Retirement,8442.66,340.53,11.0,0.04033444435758398,Low
5086,39,Female,High,8+ Lakh,Business,Tier 3,2/17/2022,No,Mid Career,13829.25,2612.21,10.0,0.18889021458141259,Low
5087,37,Male,Medium,4-8 Lakh,Business,Tier 2,6/19/2022,No,Mid Career,32043.09,3014.35,14.0,0.0940717639903018,Medium
5088,25,Female,Low,2-4 Lakh,Student,Tier 2,4/7/2022,No,Early Career,15511.59,323.52,11.0,0.020856662663208608,Low
5089,46,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,11/10/2023,No,Family Stage,21677.649999999998,349.24,10.0,0.016110602394632263,Medium
5090,57,Male,Medium,4-8 Lakh,Student,Tier 2,4/1/2020,No,Pre-Retirement,2813.99,133.04,9.0,0.04727806424329866,Low
5091,43,Male,High,8+ Lakh,Unemployed,Tier 2,1/5/2023,No,Family Stage,12891.25,0.0,6.0,0.0,Low
5092,47,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,11/8/2024,No,Family Stage,16715.39,0.0,8.0,0.0,Low
5093,34,Male,High,8+ Lakh,Salaried,Tier 1,6/29/2023,No,Mid Career,33997.21,0.0,8.0,0.0,Medium
5094,37,Female,Medium,4-8 Lakh,Salaried,Tier 1,1/8/2022,No,Mid Career,13869.25,922.19,12.0,0.06649169926275754,Low
5095,33,Male,Medium,4-8 Lakh,Salaried,Tier 1,3/10/2025,No,Mid Career,14504.34,0.0,8.0,0.0,Low
5096,63,Female,High,8+ Lakh,Business,Tier 2,9/5/2023,No,Pre-Retirement,14429.7,0.0,12.0,0.0,Low
5097,60,Male,Low,2-4 Lakh,Salaried,Tier 2,10/14/2021,Yes,Pre-Retirement,17448.88,0.0,8.0,0.0,Low
5098,24,Male,Low,2-4 Lakh,Unemployed,Tier 2,2/23/2020,No,Early Career,12028.58,0.0,14.0,0.0,Low
5099,33,Male,Low,2-4 Lakh,Self-Employed,Tier 1,8/2/2024,No,Mid Career,13599.140000000001,0.0,9.0,0.0,Low
5100,62,Male,Low,2-4 Lakh,Self-Employed,Tier 2,10/19/2021,No,Pre-Retirement,13064.82,0.0,8.0,0.0,Low
5101,64,Male,Low,2-4 Lakh,Business,Tier 2,12/14/2024,No,Pre-Retirement,5129.5,9342.42,9.0,1.8213120187152745,Low
5102,44,Male,Medium,4-8 Lakh,Business,Tier 2,3/14/2023,Yes,Family Stage,15500.23,0.0,12.0,0.0,Low
5103,40,Male,Medium,4-8 Lakh,Business,Tier 3,11/9/2021,No,Family Stage,37425.84,0.0,11.0,0.0,Medium
5104,41,Male,Low,2-4 Lakh,Unemployed,Tier 1,1/14/2023,No,Family Stage,30481.9,0.0,11.0,0.0,Medium
5105,26,Male,Low,2-4 Lakh,Self-Employed,Tier 1,3/10/2023,Yes,Early Career,3402.82,0.0,8.0,0.0,Low
5106,52,Female,Low,2-4 Lakh,Student,Tier 1,2/14/2020,No,Family Stage,16290.16,0.0,8.0,0.0,Low
5107,37,Male,Medium,4-8 Lakh,Business,Tier 1,7/21/2024,No,Mid Career,14333.64,0.0,5.0,0.0,Low
5108,54,Female,Medium,4-8 Lakh,Salaried,Tier 1,3/8/2025,No,Family Stage,5100.44,0.0,4.0,0.0,Low
5109,59,Male,Low,2-4 Lakh,Student,Tier 1,4/26/2020,No,Pre-Retirement,6351.4800000000005,5656.9800000000005,9.0,0.8906554062990043,Low
5110,34,Female,High,8+ Lakh,Student,Tier 2,5/26/2020,Yes,Mid Career,9510.73,0.0,13.0,0.0,Low
5111,64,Female,Medium,4-8 Lakh,Business,Tier 1,10/20/2021,No,Pre-Retirement,23931.65,0.0,12.0,0.0,Medium
5112,48,Male,High,8+ Lakh,Salaried,Tier 3,11/10/2022,No,Family Stage,11636.51,10294.88,9.0,0.8847051220683864,Low
5113,25,Male,Low,2-4 Lakh,Business,Tier 1,6/19/2021,Yes,Early Career,14321.81,0.0,9.0,0.0,Low
5114,32,Female,Medium,4-8 Lakh,Business,Tier 1,3/27/2023,No,Mid Career,16493.89,0.0,15.0,0.0,Low
5115,48,Female,Medium,4-8 Lakh,Salaried,Tier 1,2/8/2024,Yes,Family Stage,14466.300000000001,4773.56,12.0,0.3299779487498531,Low
5116,47,Male,High,8+ Lakh,Student,Tier 3,12/7/2022,No,Family Stage,5162.08,0.0,12.0,0.0,Low
5117,63,Male,Medium,4-8 Lakh,Student,Tier 2,2/22/2021,No,Pre-Retirement,20427.83,0.0,11.0,0.0,Medium
5118,37,Male,High,8+ Lakh,Salaried,Tier 2,2/7/2023,No,Mid Career,20453.46,0.0,12.0,0.0,Medium
5119,56,Female,Medium,4-8 Lakh,Student,Tier 1,10/9/2022,No,Pre-Retirement,29446.77,0.0,11.0,0.0,Medium
5120,29,Male,Medium,4-8 Lakh,Unemployed,Tier 2,7/24/2021,Yes,Early Career,8997.619999999999,0.0,6.0,0.0,Low
5121,34,Male,High,8+ Lakh,Business,Tier 2,9/24/2022,No,Mid Career,7075.72,5810.97,9.0,0.8212549394266591,Low
5122,59,Male,Medium,4-8 Lakh,Unemployed,Tier 1,4/1/2024,No,Pre-Retirement,11304.2,0.0,8.0,0.0,Low
5123,47,Male,Medium,4-8 Lakh,Unemployed,Tier 2,8/20/2023,Yes,Family Stage,6707.88,0.0,6.0,0.0,Low
5124,46,Male,Low,2-4 Lakh,Unemployed,Tier 1,4/26/2021,Yes,Family Stage,19419.72,3701.05,10.0,0.19058204752694682,Low
5125,36,Female,High,8+ Lakh,Self-Employed,Tier 1,5/9/2024,No,Mid Career,20816.54,0.0,8.0,0.0,Medium
5126,63,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,3/6/2023,No,Pre-Retirement,24600.69,1300.91,16.0,0.05288103707660233,Medium
5127,28,Male,Medium,4-8 Lakh,Unemployed,Tier 3,1/5/2023,No,Early Career,2889.32,21.22,6.0,0.007344288621544169,Low
5128,51,Male,Low,2-4 Lakh,Business,Tier 2,9/26/2020,No,Family Stage,29186.399999999998,0.0,9.0,0.0,Medium
5129,24,Female,Medium,4-8 Lakh,Unemployed,Tier 1,7/10/2022,Yes,Early Career,5661.87,445.53,8.0,0.0786895495657795,Low
5130,61,Male,Medium,4-8 Lakh,Unemployed,Tier 1,11/22/2021,No,Pre-Retirement,29995.43,0.0,11.0,0.0,Medium
5131,51,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,1/13/2023,No,Family Stage,19790.65,0.0,12.0,0.0,Low
5132,37,Male,Medium,4-8 Lakh,Unemployed,Tier 1,3/22/2022,Yes,Mid Career,15623.81,32.42,10.0,0.002075038034896738,Low
5133,55,Female,Low,2-4 Lakh,Business,Tier 3,1/31/2024,Yes,Pre-Retirement,17612.36,3096.67,9.0,0.17582368291359024,Low
5134,41,Female,Low,2-4 Lakh,Business,Tier 2,8/1/2024,Yes,Family Stage,11225.039999999999,0.0,8.0,0.0,Low
5135,27,Male,Medium,4-8 Lakh,Unemployed,Tier 2,1/16/2025,No,Early Career,24732.79,0.0,17.0,0.0,Medium
5136,49,Female,Low,2-4 Lakh,Business,Tier 1,9/1/2024,No,Family Stage,13433.8,584.26,11.0,0.04349178936711876,Low
5137,32,Male,Medium,4-8 Lakh,Unemployed,Tier 1,8/29/2020,No,Mid Career,11947.22,0.0,11.0,0.0,Low
5138,54,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,6/4/2025,No,Family Stage,10129.21,4983.75,10.0,0.4920176400726217,Low
5139,37,Male,High,8+ Lakh,Unemployed,Tier 3,7/19/2022,No,Mid Career,12248.59,0.0,9.0,0.0,Low
5140,20,Male,Low,2-4 Lakh,Student,Tier 1,12/23/2022,No,Student,15547.699999999999,0.0,12.0,0.0,Low
5141,54,Male,Low,2-4 Lakh,Self-Employed,Tier 2,6/17/2023,No,Family Stage,15488.1,159.82,7.0,0.010318889986505769,Low
5142,57,Female,Medium,4-8 Lakh,Business,Tier 2,1/23/2023,No,Pre-Retirement,31403.87,0.0,14.0,0.0,Medium
5143,25,Male,Medium,4-8 Lakh,Business,Tier 2,8/8/2024,No,Early Career,29082.27,1002.29,13.0,0.0344639534671812,Medium
5144,57,Male,Low,2-4 Lakh,Self-Employed,Tier 2,2/1/2021,No,Pre-Retirement,19897.0,0.0,11.0,0.0,Low
5145,61,Male,High,8+ Lakh,Student,Tier 2,6/6/2022,No,Pre-Retirement,8832.83,0.0,4.0,0.0,Low
5146,40,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,2/18/2020,No,Family Stage,27855.05,676.77,10.0,0.02429613301717283,Medium
5147,57,Male,Low,2-4 Lakh,Salaried,Tier 1,1/16/2024,Yes,Pre-Retirement,14228.32,0.0,9.0,0.0,Low
5148,28,Female,Low,2-4 Lakh,Student,Tier 3,5/24/2020,No,Early Career,11988.55,0.0,7.0,0.0,Low
5149,63,Female,High,8+ Lakh,Self-Employed,Tier 2,7/5/2022,No,Pre-Retirement,27191.15,0.0,13.0,0.0,Medium
5150,25,Female,Low,2-4 Lakh,Salaried,Tier 2,2/1/2021,Yes,Early Career,16203.68,0.0,10.0,0.0,Low
5151,46,Male,Low,2-4 Lakh,Unemployed,Tier 1,2/9/2022,Yes,Family Stage,17282.03,0.0,9.0,0.0,Low
5152,47,Male,Low,2-4 Lakh,Student,Tier 2,11/1/2021,No,Family Stage,24463.97,66.83,19.0,0.002731772480100327,Medium
5153,27,Female,Medium,4-8 Lakh,Unemployed,Tier 1,10/18/2024,No,Early Career,8199.34,4292.86,9.0,0.5235616525232518,Low
5154,56,Male,High,8+ Lakh,Salaried,Tier 1,8/19/2023,No,Pre-Retirement,9936.91,0.0,9.0,0.0,Low
5155,45,Male,Low,2-4 Lakh,Business,Tier 1,3/3/2021,Yes,Family Stage,17061.32,0.0,8.0,0.0,Low
5156,53,Female,Low,2-4 Lakh,Business,Tier 3,11/6/2022,No,Family Stage,12506.46,0.0,9.0,0.0,Low
5157,30,Female,Low,2-4 Lakh,Business,Tier 2,3/21/2020,Yes,Mid Career,17323.97,0.0,13.0,0.0,Low
5158,49,Male,Medium,4-8 Lakh,Unemployed,Tier 3,7/2/2020,Yes,Family Stage,15026.330000000002,0.0,12.0,0.0,Low
5159,53,Female,Low,2-4 Lakh,Student,Tier 2,4/11/2021,No,Family Stage,9692.8,2669.58,7.0,0.27541886761307366,Low
5160,54,Male,High,8+ Lakh,Unemployed,Tier 3,10/9/2020,No,Family Stage,17217.78,0.0,10.0,0.0,Low
5161,43,Female,Low,2-4 Lakh,Unemployed,Tier 3,12/30/2022,No,Family Stage,16356.31,512.92,19.0,0.03135915130001816,Low
5162,39,Male,Low,2-4 Lakh,Business,Tier 1,3/30/2020,No,Mid Career,11687.02,5433.679999999999,12.0,0.4649328913615275,Low
5163,21,Male,Low,2-4 Lakh,Unemployed,Tier 1,12/9/2021,No,Student,12107.51,4882.87,10.0,0.4032926671132214,Low
5164,48,Female,High,8+ Lakh,Salaried,Tier 2,10/3/2021,Yes,Family Stage,18850.09,1486.04,10.0,0.07883463686380277,Low
5165,35,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,6/3/2024,Yes,Mid Career,6828.86,1978.81,9.0,0.28977164563338537,Low
5166,55,Male,High,8+ Lakh,Self-Employed,Tier 3,6/4/2025,No,Pre-Retirement,22414.36,469.13,13.0,0.020929886019498214,Medium
5167,41,Female,Low,2-4 Lakh,Self-Employed,Tier 1,10/20/2023,No,Family Stage,14079.439999999999,3737.34,12.0,0.2654466370821567,Low
5168,40,Male,Low,2-4 Lakh,Business,Tier 2,7/21/2020,No,Family Stage,16759.74,0.0,13.0,0.0,Low
5169,39,Male,Medium,4-8 Lakh,Business,Tier 3,6/8/2023,No,Mid Career,30800.35,0.0,13.0,0.0,Medium
5170,19,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,8/21/2021,No,Student,20354.010000000002,0.0,8.0,0.0,Medium
5171,48,Female,Medium,4-8 Lakh,Student,Tier 1,10/28/2024,No,Family Stage,8148.29,1566.33,10.0,0.19222806257509242,Low
5172,28,Female,Low,2-4 Lakh,Self-Employed,Tier 1,1/6/2020,No,Early Career,20411.37,441.01,14.0,0.021606095034287263,Medium
5173,45,Female,Low,2-4 Lakh,Unemployed,Tier 2,12/22/2020,No,Family Stage,19473.079999999998,252.94,10.0,0.012989213827499298,Low
5174,63,Female,Low,2-4 Lakh,Self-Employed,Tier 1,1/12/2024,No,Pre-Retirement,1668.8400000000001,2084.83,3.0,1.2492689532849164,Low
5175,49,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,10/26/2024,No,Family Stage,15513.33,0.0,8.0,0.0,Low
5176,22,Male,Medium,4-8 Lakh,Student,Tier 2,3/15/2023,No,Student,9129.250000000002,0.0,9.0,0.0,Low
5177,55,Male,High,8+ Lakh,Business,Tier 2,2/24/2020,No,Pre-Retirement,5085.96,0.0,8.0,0.0,Low
5178,27,Male,Low,2-4 Lakh,Business,Tier 1,12/26/2022,No,Early Career,16083.38,0.0,13.0,0.0,Low
5179,57,Female,High,8+ Lakh,Unemployed,Tier 1,9/16/2024,Yes,Pre-Retirement,8108.549999999999,0.0,9.0,0.0,Low
5180,63,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,5/26/2020,No,Pre-Retirement,16526.17,0.0,16.0,0.0,Low
5181,41,Female,Low,2-4 Lakh,Salaried,Tier 1,8/8/2021,No,Family Stage,18991.41,0.0,5.0,0.0,Low
5182,52,Male,High,8+ Lakh,Unemployed,Tier 3,9/6/2022,No,Family Stage,11147.19,9099.9,9.0,0.8163402615367639,Low
5183,61,Female,Medium,4-8 Lakh,Business,Tier 1,8/1/2024,No,Pre-Retirement,11950.26,0.0,10.0,0.0,Low
5184,40,Male,Medium,4-8 Lakh,Student,Tier 2,1/5/2022,No,Family Stage,21984.010000000002,0.0,8.0,0.0,Medium
5185,34,Male,Medium,4-8 Lakh,Business,Tier 2,6/9/2023,No,Mid Career,29839.98,838.31,12.0,0.028093517488952738,Medium
5186,18,Female,Low,2-4 Lakh,Business,Tier 2,1/31/2024,No,Student,16181.6,0.0,11.0,0.0,Low
5187,48,Male,Medium,4-8 Lakh,Student,Tier 3,11/25/2021,No,Family Stage,21103.850000000002,4788.42,11.0,0.22689793568472102,Medium
5188,48,Male,High,8+ Lakh,Self-Employed,Tier 1,1/24/2023,No,Family Stage,17851.44,2.68,8.0,0.00015012794486047066,Low
5189,59,Female,Low,2-4 Lakh,Self-Employed,Tier 3,2/23/2024,No,Pre-Retirement,20453.31,4150.92,14.0,0.20294612461259326,Medium
5190,59,Male,Medium,4-8 Lakh,Business,Tier 1,5/10/2025,No,Pre-Retirement,19265.25,0.0,8.0,0.0,Low
5191,51,Male,Medium,4-8 Lakh,Unemployed,Tier 1,5/3/2022,No,Family Stage,12282.730000000001,0.0,10.0,0.0,Low
5192,26,Female,Low,2-4 Lakh,Salaried,Tier 1,9/4/2020,No,Early Career,16546.02,0.0,8.0,0.0,Low
5193,39,Female,Low,2-4 Lakh,Unemployed,Tier 2,5/11/2020,No,Mid Career,15146.93,0.0,12.0,0.0,Low
5194,30,Female,Low,2-4 Lakh,Unemployed,Tier 2,3/28/2024,Yes,Mid Career,30416.600000000002,524.7,8.0,0.01725044876810689,Medium
5195,42,Female,Medium,4-8 Lakh,Business,Tier 2,12/29/2022,Yes,Family Stage,27708.879999999997,0.0,12.0,0.0,Medium
5196,35,Female,High,8+ Lakh,Business,Tier 2,12/14/2020,Yes,Mid Career,14494.650000000001,0.0,13.0,0.0,Low
5197,29,Male,Medium,4-8 Lakh,Salaried,Tier 3,3/17/2021,No,Early Career,8183.3,0.0,8.0,0.0,Low
5198,57,Female,Low,2-4 Lakh,Salaried,Tier 3,9/12/2020,Yes,Pre-Retirement,15608.880000000001,732.27,10.0,0.04691367990528468,Low
5199,34,Female,Medium,4-8 Lakh,Salaried,Tier 1,11/10/2023,No,Mid Career,20386.55,0.0,9.0,0.0,Medium
5200,32,Male,High,8+ Lakh,Business,Tier 1,5/19/2021,No,Mid Career,33546.25,1036.44,19.0,0.030895852740619296,Medium
5201,59,Male,Low,2-4 Lakh,Business,Tier 1,9/19/2024,No,Pre-Retirement,14035.54,2835.37,11.0,0.20201360261165582,Low
5202,32,Male,High,8+ Lakh,Unemployed,Tier 1,6/12/2024,No,Mid Career,6463.23,563.9,10.0,0.0872473979728402,Low
5203,32,Male,Medium,4-8 Lakh,Business,Tier 1,2/19/2021,No,Mid Career,18656.31,0.0,8.0,0.0,Low
5204,56,Male,Low,2-4 Lakh,Self-Employed,Tier 1,11/14/2020,No,Pre-Retirement,16290.05,0.0,10.0,0.0,Low
5205,30,Female,Low,2-4 Lakh,Self-Employed,Tier 3,11/11/2020,No,Mid Career,25050.719999999998,115.28,8.0,0.004601863738846628,Medium
5206,34,Male,Medium,4-8 Lakh,Salaried,Tier 3,8/16/2024,No,Mid Career,22803.43,0.0,8.0,0.0,Medium
5207,49,Female,Medium,4-8 Lakh,Business,Tier 3,9/12/2022,No,Family Stage,21810.44,1900.43,11.0,0.08713395970003357,Medium
5208,26,Male,High,8+ Lakh,Self-Employed,Tier 3,9/24/2022,No,Early Career,38444.16,3347.1,15.0,0.08706393897018427,Medium
5209,57,Female,Medium,4-8 Lakh,Unemployed,Tier 2,8/12/2024,No,Pre-Retirement,35414.06,0.0,10.0,0.0,Medium
5210,37,Male,Low,2-4 Lakh,Student,Tier 1,11/25/2020,No,Mid Career,14311.45,1447.58,12.0,0.10114838119128389,Low
5211,43,Female,Low,2-4 Lakh,Unemployed,Tier 3,3/1/2023,No,Family Stage,7636.030000000001,0.0,4.0,0.0,Low
5212,44,Female,Medium,4-8 Lakh,Student,Tier 1,3/13/2023,No,Family Stage,27308.75,0.0,11.0,0.0,Medium
5213,38,Female,Low,2-4 Lakh,Unemployed,Tier 1,6/24/2023,No,Mid Career,30760.28,0.0,12.0,0.0,Medium
5214,35,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,12/22/2022,Yes,Mid Career,17580.09,0.0,11.0,0.0,Low
5215,30,Female,Low,2-4 Lakh,Business,Tier 1,9/1/2024,No,Mid Career,14710.57,2348.62,13.0,0.15965526828668095,Low
5216,33,Female,Low,2-4 Lakh,Student,Tier 3,5/6/2025,No,Mid Career,13287.99,0.0,6.0,0.0,Low
5217,26,Female,Low,2-4 Lakh,Business,Tier 3,4/16/2025,No,Early Career,1808.45,3211.63,6.0,1.775902015538168,Low
5218,29,Female,Low,2-4 Lakh,Business,Tier 1,1/11/2025,Yes,Early Career,20886.829999999998,1457.47,12.0,0.06977937772270852,Medium
5219,61,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,3/6/2024,No,Pre-Retirement,17287.33,0.0,10.0,0.0,Low
5220,55,Female,Low,2-4 Lakh,Salaried,Tier 1,6/13/2023,No,Pre-Retirement,10671.85,0.0,5.0,0.0,Low
5221,36,Male,High,8+ Lakh,Salaried,Tier 2,11/21/2023,No,Mid Career,9546.27,3619.27,9.0,0.37912923057906384,Low
5222,24,Female,Medium,4-8 Lakh,Student,Tier 1,3/11/2022,Yes,Early Career,3730.5299999999997,0.0,4.0,0.0,Low
5223,52,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,5/2/2020,No,Family Stage,3695.96,2432.96,9.0,0.6582755224623643,Low
5224,35,Male,Medium,4-8 Lakh,Business,Tier 1,9/26/2020,No,Mid Career,16871.25,0.0,8.0,0.0,Low
5225,33,Female,Medium,4-8 Lakh,Unemployed,Tier 3,1/8/2020,No,Mid Career,19656.09,0.0,6.0,0.0,Low
5226,56,Female,Low,2-4 Lakh,Unemployed,Tier 1,12/30/2021,No,Pre-Retirement,8059.280000000001,0.0,8.0,0.0,Low
5227,21,Male,High,8+ Lakh,Student,Tier 2,12/7/2020,No,Student,12087.4,215.43,11.0,0.017822691397653755,Low
5228,42,Male,Medium,4-8 Lakh,Student,Tier 1,11/16/2021,No,Family Stage,16614.93,5165.1900000000005,11.0,0.310876422591007,Low
5229,49,Female,Low,2-4 Lakh,Student,Tier 2,7/19/2024,No,Family Stage,22871.77,0.0,10.0,0.0,Medium
5230,57,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,4/4/2025,No,Pre-Retirement,13810.04,0.0,11.0,0.0,Low
5231,30,Female,Medium,4-8 Lakh,Unemployed,Tier 3,8/31/2023,No,Mid Career,33292.55,5675.58,18.0,0.17047597735829786,Medium
5232,62,Female,Low,2-4 Lakh,Self-Employed,Tier 1,4/7/2022,No,Pre-Retirement,18175.16,0.0,7.0,0.0,Low
5233,34,Female,High,8+ Lakh,Self-Employed,Tier 2,5/3/2024,No,Mid Career,15114.210000000001,0.0,8.0,0.0,Low
5234,54,Male,Low,2-4 Lakh,Business,Tier 1,12/1/2020,No,Family Stage,12832.43,0.0,8.0,0.0,Low
5235,23,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,1/17/2022,Yes,Early Career,12576.71,0.0,9.0,0.0,Low
5236,36,Female,High,8+ Lakh,Self-Employed,Tier 1,5/10/2022,No,Mid Career,12230.04,0.0,12.0,0.0,Low
5237,30,Male,Low,2-4 Lakh,Business,Tier 3,1/26/2025,No,Mid Career,10146.73,0.0,5.0,0.0,Low
5238,43,Female,Low,2-4 Lakh,Salaried,Tier 1,9/12/2020,No,Family Stage,36475.75,8256.47,14.0,0.22635504410464485,Medium
5239,31,Female,Low,2-4 Lakh,Business,Tier 1,4/25/2020,No,Mid Career,6762.14,0.0,9.0,0.0,Low
5240,48,Female,Low,2-4 Lakh,Student,Tier 1,3/1/2022,Yes,Family Stage,10053.61,0.0,9.0,0.0,Low
5241,21,Female,Low,2-4 Lakh,Salaried,Tier 2,11/13/2023,Yes,Student,13118.08,0.0,11.0,0.0,Low
5242,56,Female,High,8+ Lakh,Unemployed,Tier 1,1/13/2023,Yes,Pre-Retirement,9174.36,0.0,6.0,0.0,Low
5243,25,Female,High,8+ Lakh,Self-Employed,Tier 3,7/13/2024,No,Early Career,22026.2,0.0,12.0,0.0,Medium
5244,42,Male,Medium,4-8 Lakh,Salaried,Tier 2,4/3/2025,No,Family Stage,13418.369999999999,0.0,13.0,0.0,Low
5245,30,Female,Low,2-4 Lakh,Unemployed,Tier 2,2/19/2020,Yes,Mid Career,26571.309999999998,0.0,12.0,0.0,Medium
5246,49,Female,High,8+ Lakh,Business,Tier 1,4/2/2023,No,Family Stage,14802.62,2576.32,8.0,0.17404486503064998,Low
5247,55,Male,Medium,4-8 Lakh,Business,Tier 2,3/17/2023,No,Pre-Retirement,7379.0,0.0,13.0,0.0,Low
5248,55,Female,Low,2-4 Lakh,Student,Tier 1,7/8/2021,No,Pre-Retirement,15688.26,7297.26,11.0,0.4651414497210016,Low
5249,45,Female,Medium,4-8 Lakh,Student,Tier 1,3/5/2023,No,Family Stage,11636.95,0.0,9.0,0.0,Low
5250,47,Male,Low,2-4 Lakh,Salaried,Tier 1,11/16/2024,No,Family Stage,16040.62,2445.57,11.0,0.15246106447257027,Low
5251,20,Male,High,8+ Lakh,Self-Employed,Tier 2,5/26/2023,No,Student,10394.34,1660.52,12.0,0.15975232674705656,Low
5252,45,Male,Medium,4-8 Lakh,Business,Tier 1,5/14/2025,Yes,Family Stage,28964.089999999997,0.0,10.0,0.0,Medium
5253,20,Male,Medium,4-8 Lakh,Salaried,Tier 1,5/20/2021,No,Student,17698.95,0.0,14.0,0.0,Low
5254,62,Male,Medium,4-8 Lakh,Salaried,Tier 2,12/21/2024,No,Pre-Retirement,15674.64,0.0,12.0,0.0,Low
5255,51,Male,Medium,4-8 Lakh,Salaried,Tier 1,10/27/2023,No,Family Stage,6789.41,0.0,2.0,0.0,Low
